,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika ,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,target,target,culprit, ,notes,Actor,Move,Actor,Move,Actor,Move,Actor,Move,combined moves,
https://web.archive.org/save/https://clevelandclarion.com/7448/news/cleveland-reacts-to-hate-speech-found-on-jewish-student-union-posters/,10/30/2018,Oct-2018,Portland,OR,Student Newspaper,"vandalism, hate-speech",,,,paper and ink,high school,K-12,flyers in halls,,,,,"A teacher and a head custodian found the two defaced posters before school, and brought them to Principal Ayesha Freeman. “We immediately did a walk through of the whole building [and] those were the only two that we saw,” said Freeman. “We conducted an investigation to try and determine who had done that. We concluded that they were written on the posters after the end of the school day the day before because there were no eyewitnesses, nobody who noticed it.”

Freeman then put the posters in her desk and, after three weeks with no further signs of disturbance surrounding the issue, eventually recycled them. Members of the JSU and the Cleveland Alliance for Racial Equity (CARE) were invited to speak on a panel at the December staff meeting about the posters and how to address antiSemitism in classrooms. JSU leaders also visited history classrooms delivering presentations about the situation, antiSemitism, and steps the students could take to prevent hate speech.  There are currently events and ideas in the works about combating hate speech and creating a safe and communicative environment at Cleveland. Vice Principal Kristy Mize hopes to plan an event including all racial affinity and sexual orientation clubs, to broadcast their voice and work collaboratively to combat hate speech heard in the hallways.

Beginning in January, Principal Freeman will be holding parent listening sessions once a month for parents and guardians to attend. Additionally, the ninth grade academy Wy’East will be taking a field trip to the Portland Art Museum exhibit of Holocaust photographs, “Memory Unearthed.” “It’s part of the work that we do as school administrators,” said Freeman. “A big part of our job is of course to teach young people how to communicate with kindness and compassion.”

Members of the JSU highlight the importance of continued involvement. “This isn’t the end of our efforts with administration and making change. We’re still going to keep working on this continuously, and if people want to get involved, then come to JSU and talk to us,” said Birk-Stachon.  See this article to learn how principle eventually resigned due to no confidence vote in part due to how she handled this event it seems: https://www.oregonlive.com/education/2019/05/cleveland-high-school-principal-resigns-after-no-confidence-vote-from-teachers.html",,school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,school administration,policy/committee/system creation,school administration,gathering/protest/vigil/demonstration,"gathering/protest/vigil/demonstration, policy/committee/system creation, policy/committee/system creation, gathering/protest/vigil/demonstration",
https://forward.com/fast-forward/381915/was-swastika-blanket-that-caused-uproar-a-native-american-symbol/,8/13/2020,Aug-2020,Salt Lake City,UT,Local News,,,,,cloth ,flea market,local business,blanket,,,,,"activists protested at the market, but owner claimed it was rollling-log symbol from Navaho",See here for more on whirling or rolling log symbol: https://nativeamericanjewelrytips.wordpress.com/2010/06/10/native-american-symbol-whirling-log-swastika/,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://www.mlive.com/news/jackson/2016/11/police_investigate_swastika_va.html,11/15/16,Nov-2016,Albion,MI,Local News,vandalism,,,No,spray paint,business,local business,exterior wall,,,,"Zachery Brett,18","Increase in police patrols; ""Albion College wholeheartedly resents and rejects the expressions of hatred that were made through the vandalism of storefront windows and other sites on Superior Street, Albion College President Mauri Ditzler said in the release. ""We are confident that the overwhelming majority of Albion residents join us on campus in condemning this criminal act, and we are also confident that Albion Public Safety is working diligently to determine who is responsible."" Also organized a show of solidarity: ""The Albion Ministerial Association is organizing a show of solidarity against the hate demonstrated by the vandalism, according to a release on the Albion College website. The public is invited to attend at 5 p.m. Tuesday, Nov. 15, at the corner of Superior and Ash streets across from the Albion Public Library.""","Spree: four downtown bulidings; Also reported here: https://www.battlecreekenquirer.com/story/news/local/2016/11/15/police-fire-albion-graffiti/93922820/ A follow up story includes culprit https://www.mlive.com/news/jackson/2017/01/albion_vandalism_suspect_arrai.html Brett was charged with malicious destruction of a building but could not be charged with a felony count of ethnic intimidation because ""there is no evidence of a victim.""",police/sheriff,gathering/protest/vigil/demonstration,school administration,letters/statements,religious leaders,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, letters/statements, gathering/protest/vigil/demonstration",
http://www.npr.org/sections/thetwo-way/2016/11/19/502710608/swastikas-are-painted-at-adam-yauch-park-in-nyc-but-kids-win-the-day,11/18/16,Nov-2016,Brooklyn,NY,National News,graffiti,Go-Trump,,No,spray paint,public park,park,playground,https://pbs.twimg.com/media/CxlI9r0XEAQ5r9y.jpg,,,,"children covered graffiti with paper and ink hearts and flowers; ""Stand Against Hate Rally"" was held the following weekend; city workers removed the graffiti; police investigation",,student group,clean up/cover up,community members,gathering/protest/vigil/demonstration,parks department,clean up/cover up,police/sheriff,other,"clean up/cover up, gathering/protest/vigil/demonstration, clean up/cover up, other",
https://web.archive.org/save/https://newyork.cbslocal.com/2017/02/28/cbs2-exclusive-swastikas-messages-of-hate-appear-on-bridge-in-west-orange-park/,2/27/17,Feb-2017,South Orange,NJ,Local News,hate-graffiti,,,no,spray paint,park,park,bridge,https://cdn20.patchcdn.com/users/22844250/20170301/110753/styles/T600x450/public/article_images/graffiti_cleaned-1488384389-2827.jpg,,,,"Workers went out early Tuesday morning to clear away the swastikas and were still there late in the afternoon. candle vigil; ""hate has no home"" and ""we say yes to love"" flyers; installed security cameras, $10,000 reward",Aslo reported here as a follow up: https://villagegreennj.com/police-and-fire/south-orange-rabbis-cantors-respond-swastika-graffiti-south-mtn-reservation/,department of transportation,clean up/cover up,community members,gathering/protest/vigil/demonstration,community members,letters/statements,community members,other,"clean up/cover up, gathering/protest/vigil/demonstration, letters/statements, other",
http://www.ocregister.com/2017/01/09/swastikas-at-mission-viejo-park-unite-multifaith-community/,12/14/16,Dec-2016,Mission Viejo,CA,Local News,vandalism,,,no,wood,public park,park,tree,,,,,"""Together, the three houses of worship on Monday will host an event titled “A Place for Every Family,” to send out the message that hate cannot permeate this diverse, yet united, community, Temple Beth El Rabbi K’vod Wieder said. Police are investigating the incident as vandalism, said Orange County Sheriff’s Lt. Mark Stichter. He said there is no known victim at this time, and therefore, no hate-crime investigation. If the swastikas had been painted on to a synagogue, for example, then it would lead to a hate-crime investigation, Stichter said.""","spree: ""One was scratched on a wall and another on a tree stump in the kids play area at Pavion Park.""",religious leaders,gathering/protest/vigil/demonstration,police/sheriff,other,,,,,"gathering/protest/vigil/demonstration, other",
https://web.archive.org/save/https://www.brooklyn-usa.org/wp-content/uploads/2017/09/MOTM_Sept-2017.pdf,8/14/17,Oct-2017,Brooklyn,NY,Local News,,,,,duct tape,city park,park,picnic table,,,,,Love and Unity gathering being planned: see also here: https://greenpointpost.com/gathering-to-be-held-at-mcgolrick-park-after-swastikas-found-on-park-tables. Also: https://www.facebook.com/events/1445400758862514,,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
http://time.com/5249811/neo-nazis-burn-swastika-georgia/,4/21/18,Apr-2018,Draketown,GA,National News,swastika-burning,,othala rune,,wood,city park,park,wood structure in field,https://imagesvc.timeincapp.com/v3/mm/image?url=https%3A%2F%2Ftimedotcom.files.wordpress.com%2F2018%2F04%2Fneo-nazi-rally-georgia.jpg&w=1600&q=70,,,National Socialist Movement,"The neo-Nazi rally on Saturday was met with about 100 counter-protesters, according to the Times, including members from antifa anti-fascist groups, and a large police presence of roughly 700 law enforcement officers. About 10 counter-protestors were arrested, according to reports. Local authorities said some were charged for refusing to removed their masks – in violation of a 1950 state law initially aimed at stopping the Ku Klux Klan.",,community members,gathering/protest/vigil/demonstration,police/sheriff,other,,,,,"gathering/protest/vigil/demonstration, other",
https://web.archive.org/save/https://www.newstimes.com/local/article/More-swastika-carvings-found-in-Ridgefield-13052385.php,7/6/18,Jul-2018,Ridgfield,CT,Local News,,,,,wood,city park,park,fence,https://s.hdnux.com/photos/71/01/24/14947597/7/920x920.jpg,,,,"In an effort to combat the sentiments, town officials held a forum on hate and bias in December with officials from the Anti-Defamation League. Town officials, school administrators and local clergy members were in attendance. In response to this and other incidents within the district she represents, state Sen. Toni Boucher, who represents Ridgefield, Redding and several other towns, introduced legislation in the most recent legislative session that required Holocaust and genocide education to be incorporated in schools’ curriculum. The bill was made law in May. teven Ginsberg, executive director of the Anti-Defamation League’s Connecticut chapter, has said incidents of hate speech have been on the rise, but Ridgefield has distinguished itself by its response to these, by both holding the forum and inviting the ADL into the schools for presentations to students. “Just because a town like Ridgefield has a certain economic demographic and is primarily white doesn’t mean there isn’t a diversity of thought in the community,” he said. “But you have to work harder to expose children to the lives of people who they don’t come across every day. We have found an overwhelming amount of support in town and that really says a lot.”","""several were carved into a wooden fence""",mayor/council member,gathering/protest/vigil/demonstration,representative/senator,policy/committee/system creation,ADL,letters/statements,,,"gathering/protest/vigil/demonstration, policy/committee/system creation, letters/statements",
https://www.wdrb.com/news/henryville-against-nazis-rally-held-after-men-seen-wearing-swastikas-in-clark-state-forest/article_ca447c00-e01b-11ea-9cf5-837deb427709.html,8/16/2020,Aug-2020,Henryville,IN,Local News,,,,,cloth and ink,park,park,armband,,,,,"""Henryville Against Nazis — No Hate in Our Town"" rally held the following week in park",two men with armbands sat in park trying to recruit members,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://www.cnn.com/2019/11/08/us/turtles-with-painted-shells-trnd/index.html,11/5/2019,Nov-1,Renton,WA,National News,,,,,paint,beach park,park,turtles backs,,,,,"photographs posted on social media. ADL contacted. Renton officials are now getting federal help to try to capture and clean the animals, they said, according to KIRO.
A Rally Against Hate is scheduled Saturday afternoon at the park.",,ADL,gathering/protest/vigil/demonstration,police/sheriff,other,community members,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, other, gathering/protest/vigil/demonstration",
https://worldisraelnews.com/watch-teen-apologizes-bending-menorah-swastika/,12/30/16,Dec-2016,Chandler,AZ,International News,vandalism,,,No,metal,private property,private property,menora sculpture,http://media2.abc15.com/photo/2016/12/30/KNXV%20Chandler%20Menorah%20Vandalized%2012-30_1483135705413_52360056_ver1.0_640_480.jpg,Jewish Community,,"Three minors and Clive (CJ) Wilson, a 19-year-old African American teenage boy who says it was just a teen prank, albeit stupid and insensitive: see here his apology on FB: https://www.facebook.com/cj.m.wilson.9/posts/1654607301217961.","Dated March 19, it says: To: The Family Whose Menorah was stolen and defaced (Chandler, Arizona) Dear Family, My name is Clive (CJ) Wilson. I am writing this post to say I am truly sorry for the insensitive prank which my friends and I participated in during the holiday season last December. What we did was reckless, stupid, idiotic, and insensitive. From the bottom of my heart I apologize to your family. From the bottom of my heart I can tell you that that is not the way of my Jamaican heritage. My Jamaican West Indian extended family are strict disciplinarians who have always taught me to embrace diversity and cultural differences. They taught me to be respectful to all no matter what the circumstances are. Before my dad and I moved to Arizona seven years ago, we lived in a town called Queens in New York City where I was born. While I lived in New York I got to interact with many different cultures and people. I embrace that teaching and that has helped me to develop friendship with a diverse group of people. I have friends from many different backgrounds and cultures. Last December during the holiday season I made a mistake when I joined my friends in a very insensitive prank. If I could turn back the clock and remove myself and my three friends from participating in the horrible prank I would. But I canâ€™t. My dad said that if there is a silver lining in this very dark cloud it is that I have become much more aware of the Jewish culture and I now have a better understanding of the Menorah and what it means. Over the last couple of days my dad who attended the Jewish-based Brandeis University in Boston gave me a text book lesson on the Jewish culture and what Judaism is. To the family affected by the horrible prank I once again express regret and ask you to forgive me. I ask you for a second chance and for the opportunity to complete my college education and get a chance to live a better life and be a good citizen. Clive (CJ) Wilson Police helped Naomi and Seth Ellis dismantle the swastika early in the morning before the Ellis children saw it. The menorah was rebuilt and replaced. About 100 members of the family’s synagogue and their rabbi and neighbors gathered in the Ellis front yard to light the rebuilt menorah. They were sentenced to serve 30 hours of community service, along with writing an apology letter to the victims and paying restitution. They also must meet with a Holocaust survivor and write an essay on what they learn about the Holocaust and how their desecration of the menorah affected the community, the CBS affiliate in Phoenix reported.",teen twisted large menorah in yard into swastika,police/sheriff,clean up/cover up,community members,gathering/protest/vigil/demonstration,police/sheriff,suspension/denial of access to space,community members,other,"clean up/cover up, gathering/protest/vigil/demonstration, suspension/denial of access to space, other",
https://web.archive.org/save/https://www.cnn.com/videos/us/2018/08/10/ulysses-pennsylvania-sidner-erin-pkg-vpx.cnn,8/10/2018,Aug-2018,Ulysses,PA,National News,,White-Power,,,cloth,private property,private property,"body, yard sculptures",,,,,See video for interesting community response,,community members,letters/statements,community members,gathering/protest/vigil/demonstration,,,,,"letters/statements, gathering/protest/vigil/demonstration",
https://www.king5.com/article/news/racist-graffiti-again-shows-up-in-klahanie/281-d1402729-11b8-4d77-b73d-ffa1a184484b,2/23/2019,Feb-2019,Sammamish,WA,Local News,racist-graffiti,N*****,,,spray paint,neighborhood,private property,automobile,,Black American Community,,,"Police involvement; Amy Myher and her daughter put posters on mailboxes around the community. 

“This one says ‘Love not Hate Makes Klahanie Great,’ so we just wanted to send the message that we're about loving and supporting each other not tearing each other down,” she explained. Klahanie residents are planning an anti-hate peace rally this Sunday. They want to show whoever tried to bring them down that what happened there is only making the community stronger.  “The Sammamish Police are investigating this hate-crime,” the Sammamish City Council said in a joint statement. “We want it to be perfectly clear that Sammamish, this community, our community, will not stand for this kind of behavior.”  Also see this article where tagger apologized through graffiti: https://www.thenewstribune.com/news/state/washington/article226834929.html   ALSO SEE THIS ARTICLE FOR REPORT ON antisemitic UPTICK IN WA THAT CITES THIS INCIDENT: https://crosscut.com/2019/04/graffiti-slurs-swastikas-antisemitic-incidents-are-rise-wa ADL was interviewed in the newcast","Graffiti was found in at least 17 places over the course of several days, according to the Issaquah Reporter. Spree happened over three days",police/sheriff,other,community members,gathering/protest/vigil/demonstration,mayor/council member,letters/statements,ADL,letters/statements,"other, gathering/protest/vigil/demonstration, letters/statements, letters/statements",
https://spectrumnews1.com/ca/la-west/news/2019/09/04/swastikas-painted-on-homes-in-san-pedro-,9/1/2019,Sept-2019,San Pedro,CA,Local News,,,,,spray paint,residential area,private property,exterior walls of homes,,,,,"""I can not believe this happened to my house,"" said Lilliana Gonzalez upon finding a swastika on the side of her San Pedro home. 

The swastika once represented Nazi Germany and still symbolizes hate today.

Gonzalez's home wasn't the only one to be vandalized. The hate-symbol appeared at least a dozen times along Pacific Avenue from 17th Street to 19th Street. 

""It's all the way down from the beginning of this alley point to the street down at the end of the alley point. That's what it was and it's just terrible to have it the way it is,"" Gonzalez said. 

Police are investigating the incident as a hate-crime and are actively looking for who's responsible.

""It's ugly. It's disgusting and we need to do something about it,"" said Gonzalez. ""It's ugly. It's disgusting and we need to do something about it,"" said Gonzalez. 

Lion Lyons agrees with her. He's a community activist who will be holding a special meeting about the vandalism. 

""Hopefully we can get someone to come forward and put all the guys, who did all this mess, put them to justice,"" said Lyons.

Gonzalez has never seen anything like this and is disappointed in the people who did it.

""God created everyone all equal and we should be able to be nice to each other, happy, content, and just avoid this stupidity,"" she said.

Now it's up to the authorities and the community to put an end to it. ",,police/sheriff,other,community members,gathering/protest/vigil/demonstration,,,,,"other, gathering/protest/vigil/demonstration",
https://web.archive.org/save/https://www.wthr.com/article/nazi-flag-sparks-outrage-outside-east-indianapolis-home,3/12/17,Mar-2017,Indianapolis,IN,Local News,,,,yes,fabric,home,private property,flag,,,,collector of Nazi paraphenalia,"Some people used chalk to write a message on the street across from the house. It reads ""Indy Loves, All Are Welcome"".","The homeowner who put up the flag says he's a collector and calls the Nazi flag a war trophy. ""Everybody wants to cry about everything's racist. It's getting old,"" he said. ""Symbols aren't racist. People are. I got military badges, too. They're worth big money."" He claims he put it up to get people's attention because Civil War statues are being taken down. ""It's a matter of proving a point. It's the only way I could get anybody's attention,"" he said. ""About why are you taking down 150 year old statues?""",community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://web.archive.org/save/https://www.nbcsandiego.com/news/local/swastika-graffiti-found-on-home-hours-after-hanukkah-decorations/141892/,12/2/2018,Dec-2018,San Diego,CA,Local News,vandalism,,,,spray paint,private resdence,private property,home,,Jewish Community,,,"Seibert's neighbors planned a candlelight vigil in support of the family. They packed the corner sidewalk at Poway and Community roads with chants of, ""No hate, no hate in Poway"" and signs that read, ""Poway united against hate."" See also: https://www.sandiegouniontribune.com/pomerado-news/news/local-news/poway/sd-cm-pow-news-hate-crime-20181203-story.html In response to the incident, approximately 80 residents held a “All for One and One for All” candlelight prayer and song vigil Tuesday night at Poway and Community roads. Passing motorists honked in support for the gathering, attended by members of several religious organizations. A member of Chabad of Poway brought a large menorah, which was lit to celebrate the second day of Hanukkah. In the coming days, she’ll have security cameras positioned in her yard that will stay there year round.",first night of Hannaka; Star of David and other symbols in yard as decorations;  liquid kerosene of sorts also found on car; ,neighbors,gathering/protest/vigil/demonstration,police/sheriff,other,homeowner/car owner,other,,,"gathering/protest/vigil/demonstration, other, other",Jewish Community
https://www.ocregister.com/2019/06/06/man-with-giant-yard-swastika-says-nazis-were-80-years-ago-so-get-over-it/,6/6/19,Jun-2019,El Sobrante,CA,Local News,,,,,cement,private residence,private property,front yard,,,,,"Petition started to remove the swastika. See here: https://www.mercurynews.com/2019/06/12/east-bay-community-owner-of-nazi-swastika-landscape-get-rid-of-it/. Also, protests started, see here: https://sanfrancisco.cbslocal.com/2019/06/21/el-sobrante-swastika-neighbors-protest/   This incident got lots of response; see here as just one example: http://www.proswastika.org/news.php?item.834.2  “Personally, and professionally, I find it deeply deeply offensive,” said Nancy Appel, a spokesperson for the Anti-Defamation League. “The thing is huge, it’s in concrete and symmetrical. It appears that a lot of effort went into it.”","Man decorated yard with swastika because he likes the symbol--links it to Buddist imagery. Neighbords complained, local news reported, ",neighbors,gathering/protest/vigil/demonstration,ADL,letters/statements,,,,,"gathering/protest/vigil/demonstration, letters/statements",
https://www.abc.net.au/news/2019-07-07/potter-county-residents-decry-the-neo-nazi-next-door/11243672,7/7/19,Jul-2019,Ulysses,PA,National News,,,,,paper and ink,private residence,private property,front yard,,,,,See this article for community response to swastikas and other imager in front yard: https://www.abc.net.au/news/2019-07-07/potter-county-residents-decry-the-neo-nazi-next-door/11243672,,neighbors,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://www.mercurynews.com/2020/06/27/swastika-stone-garden-angers-el-sobrante-residents-again/,6/27/20,Jun-2020,El Sobrante,CA,Local News,hate-symbol,,,,stone,residential neighborhood,private property,front yard,,,,,"community outraged and gathered more signatures on a petition to take it down; also video created called ""Not in our Town, el Sobrante"" and protests happened; see this article: https://www.niot.org/blog/neighbor-displays-swastika-community-stands-together-stop-him","petition with 48,000 signatures caused same man to take down swastika in his yard over a year ago;  now he put it back; ",community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://web.archive.org/save/https://www.news-leader.com/story/news/local/ozarks/now/2018/03/26/springfield-mom-finds-swastika-painted-front-door-windshield-busted/459022002/,3/25/18,Mar-2018,Springfield,MO,Local News,vandalism,,,,spray paint,private property,private property,front door,https://www.gannett-cdn.com/-mm-/735dab910872766e42a151b933ccaa6fb336f509/c=209-0-4619-3316&r=x404&c=534x401/local/-/media/2018/03/26/Springfield/Springfield/636576661349518133-tGrafitti00060.jpg,Black American Community,,,"Someone from the local Black Lives Matter group came by her house on Sunday and offered to patrol the neighborhood for a while. That man, whom she described as a white man named Craig, stuck around long enough for Mitchell-Hickman to feel a little better about the situation, she said. Mitchell-Hickman has filed a police report about the incident. Within a few hours of learning about the vandalism, the NAACP Springfield Branch sent someone to Mithcell-Hickman's home to paint the front door. The group also arranged to replace her windshield. Cheryl Clay is president of the local NAACP. ""This is an act of cowardice, damaging property with a hate sign and destroying this member of our community’s windshield,” Clay said in a statement condemning the vandalism. Faith Voices of Southwest Missouri and Council of Churches of the Ozarks also condemned in the statement what they called ""hate-based vandalism."" A rally to show support for Mitchell-Hickman and her family will be at 6 p.m. Monday near the intersection of East Locust Street and North Clay Avenue.",,community members,gathering/protest/vigil/demonstration,religious leaders,letters/statements,community members,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, letters/statements, gathering/protest/vigil/demonstration",Black American Community
https://web.archive.org/save/https://www.gjsentinel.com/news/western_colorado/swastika-offends-residents-of-fruita/article_58bd8552-e317-11e8-a781-10604b9f6eda.html,11/8/2018,Nov-2018,Fruita,CO,Local News,,,,yes,cloth,private property,private property,flag in yard,,,,"Larry ""L.J."" Brooks, a 40-year-old man","Despite rumors that the Lynches (neighbors) removed the flag, the couple said they did not take it down. Fruita police Sgt. John Coughran confirmed the department had received a report Tuesday night from a neighbor, which he called a ""civil issue.""

""The flag was part of it, but it was nothing criminal,"" he said.

Displaying the swastika isn't illegal. In fact, it falls under the First Amendment.","Neighbors said the flag was put up by Larry ""L.J."" Brooks, a 40-year-old man who is known to ride a bike around town. 

According to Colorado Bureau of Investigation records, Brooks has a significant criminal history dating back to 1999. His convictions include felony drug possession, weapons offenses and domestic violence. Attempts to contact Brooks on Wednesday were unsuccessful and it's not clear why the flag made its brief appearance, but postings on his social media accounts share white supremacist views, something in line with neo-Nazi values.     Local protest later held about which you can read here: https://denver.cbslocal.com/2018/11/12/swastika-flag-fruita-nazi/",community members,gathering/protest/vigil/demonstration,police/sheriff,other,community members,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, other, gathering/protest/vigil/demonstration",
https://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-nazi-party-20190303-story.html,3/2/2019,Mar-2019,Costa Mesa,CA,Local News,the-symbol,,Nazi salute,,plastic cups,house,private property,table,https://ca-times.brightspotcdn.com/dims4/default/372e7f7/2147483647/strip/true/crop/720x405+0+0/resize/840x473!/quality/90/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F3d%2F22%2F28edebd405be70b9799e9b6d8457%2Fla-1551655948-9pn5q98x1y-snap-image,,,teenagers,"On Monday, Newport Harbor students poured out of school buildings wearing every shade of blue as an act of solidarity with the Jewish community.

“I’m very glad that we are all making a statement that the vast majority of us believe that this is disgusting,” senior Sam Quattrociocchi said during lunch. “Some people at the party thought they were making an edgy joke, and they were completely wrong.”     Newport Harbor Principal Sean Boulton said in a statement that Monday’s community meeting at the school was to include him, Costa Mesa High Principal Jacob Haley, Estancia High Principal Michael Halt and Rabbi Reuven Mintz of the Chabad Center for Jewish Life.

“The goal of the event is to start a significant conversation to take us to a place where this sort of behavior never happens again in our community,” Boulton said. “Over the past few years, all Newport-Mesa schools have worked tirelessly to eliminate prejudice, hate and bullying and continually work toward true tolerance and equality. We are obviously not there yet, but the journey continues.

“Diversity is the backbone of our schools, but in this social and social media climate, we are subject to hate, offensive acts/language and religious intolerance. We must and can do more.”  you can read here about community meeting: https://www.ocregister.com/2019/03/04/swastika-photo-on-social-media-sparks-outrage-and-community-reaction/    This incident made national news. Here is article about Anne Frank's sister going to talk to students at school where it happened: https://www.cnn.com/2019/03/08/us/california-holocaust-survivor-talks-to-students/index.html     Also, a few days later, someone put up Nazi posters in the school where some of these students went. Read here: https://www.timesofisrael.com/nazi-posters-hung-at-school-whose-students-played-swastika-beer-game/        Also, read here about how Jewish community got involved to educate the students who did this and who had received death threats as a result: While the students were scolded for days on social media and have received death threats and messages urging them to kill themselves, the Jewish community in Southern California has rallied around them, offering to educate, support and even comfort these young people.
The Newport-Mesa Unified School District Board approved the creation of a human relations task force March 12 in response to recent acts of antiSemitism involving students from Newport Harbor High School, said Adriana Angulo, a school district spokeswoman.  

“The Task Force will help determine the best course of action to help educate not only our students but also our parents, teachers and the broader community as we work together to fight all forms of hate,” Angulo wrote in an email on May 13 to The Panther. see here for more on task force: https://www.thepantheronline.com/news/school-district-creates-task-force-after-swastika-incident-antisemitic-flyers-posted-at-newport-beach-high-school","See this article for how swastika has become trendy with kids on social media as well as games like ""holocaust pong"": https://forward.com/news/420614/its-not-your-imagination-the-nazi-swastika-is-trendy-among-teens/",school administration,gathering/protest/vigil/demonstration,school administration,policy/committee/system creation,student group,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, policy/committee/system creation, gathering/protest/vigil/demonstration",
https://www.jdnews.com/story/news/2020/09/17/richlands-family-hit-hate-crime-after-swastika-mowed-yard/3478151001/,9/16/2020,Sept-2020,Richlands,NC,Local News,Nazi-style-swastika ,,,,grass,private residence,private property,front lawn,,Black American Community,,,"owner of house posted about incident on FB; officials of local NAACP share the post; police investigating The Daily News has attempted to reach out to the branch for further comment but also spoke with Onslow County Sheriff Hans Miller regarding the incident. Miller did not comment on any possible leads but that a detective is following up from the initial report taken on Wednesday. ""We are going to find out who is behind this. Obviously this is a criminal offense and we want the family to know that we are on it,"" added Miller. ""It is unacceptable and this type of hate will not be tolerated.""; For their own safety, the family plans to add no trespassing signs and a security system around the house. Several local landscaping companies have also reached out to fix the family's yard free of charge.Later Pastors and Faith-Leaders from across the state, civic organizations, legislators, law enforcement, and municipalities gathered in Richlands on Thursday to stand in solidarity with the family against what they called a hate-crime in Eastern North Carolina after a large Swastika was carved into the front lawn of the family home last month -- event was organized by Wailing Wall Ministries, which created the Social Justice Diversity Coalition to respond to hate-crime victims of Eastern North Carolina--see https://wcti12.com/news/local/leaders-gather-in-richlands-to-denounce-september-swastika-incident",someone mowed a swastika into front lawn; ,police/sheriff,gathering/protest/vigil/demonstration,community members,clean up/cover up,police/sheriff,letters/statements,community members,gathering/protest/vigil/demonstration,"gathering/protest/vigil/demonstration, clean up/cover up, letters/statements, gathering/protest/vigil/demonstration",Black American Community
https://web.archive.org/save/https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-synagogue-demonstration-20170318-story.html,3/19/17,Mar-2017,Batlimore,MD,Local News,,Shalom,,no,marker,Jewish museum,public facility,institutional sign,http://antisemitism.org.il/sites/default/files/2017258.jpg,Jewish Community,,,"More than 50 people linked arms to pray and to speak out against the act Sunday morning near the sign at B'Nai Israel: The Downtown Synagogue. Rabbi Etan Mintz organized the event and invited several local officials, including City Council President Bernard C. ""Jack"" Young, council members Zeke Cohen and Robert Stokes, and Del. Brooke Lierman.",,community members,gathering/protest/vigil/demonstration,religious leaders,gathering/protest/vigil/demonstration,mayor/council member,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, gathering/protest/vigil/demonstration, gathering/protest/vigil/demonstration",
https://web.archive.org/save/https://www.dailyfreeman.com/news/police-blotter/four-12-year-olds-painted-swastika-graffiti-in-kingston-city-police-say/article_0c7b5e2c-db96-11e8-a089-c3df4d1bc82b.html,10/21/18,Oct-2018,Kingston,NY,Local News,graffiti,666,five pointed star,,spray paint,library,public facility,library; other spaces,https://bloximages.chicago2.vip.townnews.com/dailyfreeman.com/content/tncms/assets/v3/editorial/6/30/630d7baa-d55e-11e8-af06-6fb522fc3611/5bccc41809682.image.jpg?resize=1662%2C1246,,,four 12 year olds,"The police department said its investigation concluded the graffiti, discovered at numerous locations in the city on Sunday, Oct. 21, was ""done for shock value rather than hate."" Also, see this article for community response: https://hudsonvalleyone.com/2018/10/22/kingston-police-investigate-nazi-graffiti/  In response to the vandalism, Ward 4 Alderwoman Rita Worthington called for a meeting at the Kingston Public Library scheduled for 6 p.m. on Thursday, Oct. 25. Worthington said KPD Chief Egidio Tinti would address the crowd and give an update on the investigation.

“This is very disturbing, especially since Kingston has gone to great lengths to make this a welcoming and inclusive city,” said Worthington. “For this to happen is a slap in the face.”

City Republicans, meanwhile, issued a statement blaming the vandalism on unnamed outsiders and linked the incident to the ongoing campaign for New York’s 19th Congressional District. A statement on the City of Kingston Republican Committee’s Facebook page reads, “… There is an element out there wants people to think that if you love your home, your community and your country, that you hate other things or other people. This is not us … This must be coming from outside the area. Like [Current NY 19 Democratic candidate Antonio] Delgado and the campaign they are running is coming from outside the area. Just like Hillary Clinton did. Just like Sean Eldridge did. Just like Zephyr Teachout did.”",spree,police/sheriff,other,mayor/council member,gathering/protest/vigil/demonstration,community members,letters/statements,,,"other, gathering/protest/vigil/demonstration, letters/statements",
