website,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika,target,target.1,reported phenomenon other than swastika 2,reported phenomenon other than swastika 3,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,latitude,longitude,Address Found,month,year
https://www.cincinnati.com/story/news/2018/02/27/xavier-investigates-report-nazi-swastika-flag-dorm/376334002/,2/24/18,Feb-2018,Cincinnati,OH,Local News,none,,,,,,,no,ink,college campus,college,dorm,,39.10369873,-84.51361084,"Cincinnati, OH",Feb,2018
https://www.dailyemerald.com/2017/04/20/white-nationalists-visit-uo-dont-find-support/,4/20/17,Apr-2017,Eugene,OR,Student Newspaper,none,,,,,Truth-Dispels-Darkness,,unclear,ink,college campus,college,car decal,https://bloximages.newyork1.vip.townnews.com/dailyemerald.com/content/tncms/assets/v3/editorial/6/ec/6ec14795-1743-59a5-b89b-39e57faa626c/5ba580fe17d62.image.jpg?resize=1200%2C675,44.05215454,-123.09119415,"Eugene, OR",Apr,2017
https://www.campusfairness.org/statement-on-the-swastika-at-wellesley-college/,10/15/2020,Oct-2020,Wellesley ,MA,Non-profit Website,antisemitic-incident,,,,,,,no,ink,stone garden,college,public sculpture,,42.29692841,-71.29185486,"Wellesley, MA",Oct,2020
https://www.westernfrontonline.com/2016/06/02/antisemitic-incidents-on-campus-revealed/,1/31/16,Jan-2016,Bellingham,WA,Student Newspaper,antisemitic-incident,Jewish Community,,,,,carcature of a Jewish man; an eagle with a Russian sickle and hammer in its talons,No,ink,college campus,college,dorm door,https://i2.wp.com/www.westernfrontonline.com/wp-content/uploads/2016/06/ErasmusBaxter_antiSemitism_001.jpg,48.75489807,-122.4781189,"Bellingham, WA",Jan,2016
https://calcoastnews.com/2016/03/swastikas-racial-slurs-scribbled-on-cal-poly-apartment/,2/23/16,Feb-2016,San Luis Obispo,CA,Local News,racial-vandalism,Non-White,,,,"I-love-N******, Clean-the-Trash, I'm-a-F**",confederate flag,No,ink,college campus,college,dorm door,https://calcoastnews.com/images/2016/03/Poly-Apartment-1024x735.jpg,35.28261948,-120.66001129,"San Luis Obispo, CA",Feb,2016
http://fox59.com/2016/03/08/swastikas-found-at-uindy-purdue-university/,3/4/16,Mar-2016,Indianapolis,IA,Local News,vandalism,Jewish Community,,,,,devil horns,No,ink,college campus,college,anti-Trump sign in yard,,41.39704132,-92.43347931,"Indianapolis, IA",Mar,2016
http://chimes.biola.edu/story/2016/apr/28/swastika-drawing-unearths-preexisting-wounds/,4/14/16,Apr-2016,Los Angeles,CA,Student Newspaper,hate-incident,Black American Community,LGBTQ,,,,"genitalia, Hitler-like mustache",No,ink,college campus,college,dorm wall,https://chimesnewspaper.com/wp-content/uploads/2016/04/NE03-swastikapiece_MA-7664-Edit-Edit_gallery_view-475x279.jpg,34.05223846,-118.24334717,"Los Angeles, CA",Apr,2016
http://www.chicagotribune.com/news/nationworld/midwest/ct-uofi-swastikas-20160502-story.html,4/28/16,Apr-2016,Champaign,IL,Local News,vandalism,,,,,,Hitler,No,ink,college campus,college,exterior urban wall,,40.11632919,-88.24352264,"Champaign, IL",Apr,2016
http://www.cbsnews.com/news/swastikas-noose-found-on-university-of-illinois-campus/,4/29/16,Apr-2016,Urbana,IL,National News,none,,,,,,Hitler,No,ink,college campus,college,interior wall,,40.11245728,-88.2074585,"Urbana, IL",Apr,2016
https://www.sanjoseinside.com/news/swastikas-hate-speech-found-in-san-jose-state-dorm-rooms/,9/20/16,Sept-2016,San Jose,CA,Local News,none,,,,,,male genitalia,,ink,college campus,college,dorm door,,37.33479309,-121.88814545,"San Jose, CA",Sept,2016
https://www.kiro7.com/news/local/seattle-university-students-notified-of-swastikas-on-campus/459516393,10/1/16,Oct-2016,Seattle,WA,Local News,none,,,,,,"male genitalia, happy faces",No,ink,college campus,college,dorm door,,47.60322952,-122.33027649,"Seattle, WA",Oct,2016
https://www.nydailynews.com/news/crime/cops-nab-man-20-allegedly-covered-campus-swastikas-article-1.2918012,10/15/16,Oct-2016,Garden City,NY,Local News,graffiti,Jewish Community,,antiSemitism,,"KKK, Germany, Heil-Hitler",MS-13 gang symbol,No,ink,college campus,college,bathroom,,40.72812271,-73.63507843,"Garden City, NY",Oct,2016
https://www.washingtonian.com/2016/11/11/swastika-drawing-words-go-trump-reported-american-university/,11/11/16,Nov-2016,Washington,DC,Local News,none,,,,,Go-Trump,rope at center of swastika,No,ink,college campus,college,exterior urban wall,https://snworksceo.imgix.net/ame-egl/b27c2b3f-6f7d-4c7d-b315-39e24c2ad5e1.sized-1000x1000.jpg?w=1000,38.89206314,-77.01991272,"Washington, DC",Nov,2016
http://thedmonline.com/student-reports-swastika-drawn-dormitory-elevator/,11/12/16,Nov-2016,Oxford,MS,Local News,vandalism,,,,,,SS,No,ink,college campus,college,elevator,,34.3667984,-89.51862335,"Oxford, MS",Nov,2016
http://www.pennlive.com/news/2016/11/susquehanna_president_deeply_c.html,11/12/16,Nov-2016,Selinsgrove,PA,Local News,none,,,,,,SS,No,ink,college campus,college,door,,40.80105591,-76.86623383,"Selinsgrove, PA",Nov,2016
http://www.nydailynews.com/new-york/manhattan/series-swastika-graffiti-found-nyc-new-school-dorm-article-1.2870704,11/12/16,Nov-2016,New York,NY,National News,graffiti,Jewish Community,,,,,SS bolts,No,ink,college campus,college,dorm door,http://assets.nydailynews.com/polopoly_fs/1.2870702.1478994465!/img/httpImage/image.jpg_gen/derivatives/article_1200/newschool13n-1-web.jpg ; another image https://www.nydailynews.com/resizer/V9N48ElHy31tlokI9r4Xmf54Qnc=/800x1066/top/arc-anglerfish-arc2-prod-tronc.s3.amazonaws.com/public/2UT353XKOXFBFSEDJKTYTPJC4A.jpg,40.71304703,-74.00723267,"New York, NY",Nov,2016
https://pilotonline.com/news/local/education/higher-education/swastika-in-trump-found-in-bathroom-at-college-of-william/article_a6d2ff3b-1757-5814-a6ad-68b40b00e97c.html,11/15/16,Nov-2016,Williamsburg,VA,Local News,graffiti,,,,,Go-Trump,SS bolts,No,ink,college campus,college,bathroom,https://bloximages.newyork1.vip.townnews.com/pilotonline.com/content/tncms/assets/v3/editorial/5/9f/59f8e835-b260-5085-81d1-981b6bde1e91/582dcdf2a0a18.image.png,37.27556229,-76.70901489,"Williamsburg, VA",Nov,2016
http://www.telegram.com/news/20161118/holy-cross-investigating-swastika-found-on-campus,11/17/16,Nov-2016,Worcester,MA,Local News,hate-crime,,,,,,Star of David,No,ink,college campus,college,bathroom,,42.26211929,-71.80223846,"Worcester, MA",Nov,2016
https://abc7ny.com/swastika-graffiti-nassau-county-community-college/1667071/,12/24/16,Dec-2016,Garden City,NY,Local News,graffiti,,,,,KKK,,no,ink,college campus,college,exterior urban wall,,40.72812271,-73.63507843,"Garden City, NY",Dec,2016
https://retriever.umbc.edu/2017/01/racist-religious-hate-crime-ite-building/,1/14/17,Jan-2017,Baltimore,MD,Student Newspaper,drawings,Jewish Community,,hate-crime,,Jew-Propaganda,,no,ink,college campus,college,exterior urban wall,,39.29044342,-76.61233521,"Baltimore, MD",Jan,2017
https://www.dailytargum.com/article/2017/02/rupd-investigates-report-of-vandalism-in-clothier-hall,2/2/17,Feb-2017,New Brunswick,NJ,Student Newspaper,bias-incident,,,,,,,no,ink,college campus,college,dorm whiteboard,,40.49594879,-74.44412231,"New Brunswick, NJ",Feb,2017
https://wjla.com/news/local/swastika-gay-slur-note-found-outside-building-on-univ-mary-washington-campus,2/4/17,Feb-2017,Fredericksburg,VA,Local News,none,LGBTQ,,,,Attention-F******!!-We-could-Live-Next-Door,,no,ink,college campus,college,exterior urban wall,,38.30329514,-77.46065521,"Fredericksburg, VA",Feb,2017
https://www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/,2/8/17,Feb-2017,Minneapolis,MN,Local News,vandalism,Jewish Community,,,,Nazis-Rule,,yes,ink,college campus,college,dorm whiteboard,,44.97748566,-93.26436615,"Minneapolis, MN",Feb,2017
https://www.thetriangle.org/news/crime-report-feb-25-march-13/,3/6/17,Mar-2017,Philadelphia,PA,Student Newspaper,vandalism,,,,,,,no,ink,college campus,college,interior wall,,39.95106125,-75.1656189,"Philadelphia, PA",Mar,2017
http://psuvanguard.com/white-nationalist-pro-trump-graffiti-spotted-in-psu-bathroom/,3/8/17,Mar-2017,Portland,OR,Student Newspaper,pro-Trump-graffiti,,,,,"HUWYTE-PWR, Heil-Trump",,yes,ink,college campus,college,bathroom,https://psuvanguard.com/wp-content/uploads/2017/03/Huwytegraffiti-e1489080903959.jpg,45.51601791,-122.681427,"Portland, OR",Mar,2017
https://www.amchainitiative.org/wp-content/uploads/2017/03/Binghamton-Swastika-3.24.17.pdf,3/24/17,Mar-2017,Binghamton,NY,Student Newspaper,symbol-of-hate,,,,,,,no,ink,college campus,college,bathroom,,42.041996,-75.91195679,"Binghamton, NY",Mar,2017
https://thetab.com/us/2017/05/12/swastika-graffiti-unh-campus-67879,4/1/17,Apr-2017,Durham,NH,International News,swastika-graffiti,,,,,,,no,ink,college campus,college,dorm wall,https://thetab.com/blogs.dir/91/files/2017/05/18447950-1489714494414879-451069623-n-600x284.jpg,43.13395309,-70.9189682,"Durham, NH",Apr,2017
https://www.necn.com/news/local/maine/university-of-southern-maine-investigates-anti-muslim-graffiti/11958/,4/4/17,Apr-2017,Portland,ME,Local News,anti-Muslim-graffiti,Muslim Community,,,,Kill-the-Muslim,,no,ink,college campus,college,poster,,43.65921783,-70.2565155,"Portland, ME",Apr,2017
https://rwuhawksherald.com/5217/news/rwus-response-to-anti-semitist-act/,4/25/17,Apr-2017,Bristol,RI,Student Newspaper,antisemitic-graffiti,,,,,Sieg-Heil!,,yes,ink,college campus,college,bathroom,,41.67707062,-71.25979614,"Bristol, RI",Apr,2017
https://www.fosters.com/news/20170513/swastikas-reported-inside-unh-dorm,5/12/17,May-2017,Durham,NH,Local News,none,,,,,,,no,ink,college campus,college,dorm stairwell,,43.13395309,-70.9189682,"Durham, NH",May,2017
https://retriever.umbc.edu/uptick-in-hate-crimes-worries-umbc-community/,8/1/17,Aug-2017,Baltimore,MD,Student Newspaper,none,,,,,,,no,ink,college campus,college,bathroom,,39.29044342,-76.61233521,"Baltimore, MD",Aug,2017
https://bangordailynews.com/2017/09/08/news/midcoast/swastika-graffiti-reported-at-bowdoin-college/,9/5/17,Sep-2017,Brunswick,ME,Student Newspaper,bias-incidents,LGBTQ,,vandalism,,,,no,ink,arts center,college,class whiteboard,,43.91667938,-69.96598816,"Brunswick, ME",Sep,2017
https://www.pressherald.com/2017/09/08/racist-homophobic-graffiti-found-in-building-on-bowdoin-campus/,9/5/17,Sep-2017,Brunswick,ME,Local News,racist-homophobic-graffiti,,,,,KKK,,no,ink,college campus,college,class whiteboard,,43.91667938,-69.96598816,"Brunswick, ME",Sep,2017
http://jewishweek.timesofisrael.com/antisemitic-vandalism-strikes-brandeis-campus/,9/25/17,Sep-2017,Waltham,MA,Online Magazine,graffiti,,,vandalism,,,,no,ink,college campus,college,message board,,42.37617111,-71.23899078,"Waltham, MA",Sep,2017
http://jewishweek.timesofisrael.com/antisemitic-vandalism-strikes-brandeis-campus/,9/26/17,Sep-2017,Waltham,MA,Online Magazine,antisemitic-graffiti,,,,,,,no,ink,college campus,college,message board,,42.37617111,-71.23899078,"Waltham, MA",Sep,2017
http://www.dailycal.org/2017/10/16/flyer-found-vandalized-after-alan-dershowitz-speaks-at-uc-berkeley-school-of-law/,10/11/17,Oct-2017,Berkley,CA,Student Newspaper,none,Jewish Community,,,,,,no,ink,college campus,college,flyer,https://pbs.twimg.com/media/DL8ljYZWsAALk1m.jpg,37.8690567,-122.27046204,"Berkeley, CA",Oct,2017
https://www.stanforddaily.com/2017/11/14/police-blotter-nov-7-to-nov-13/,11/12/17,Nov-2017,Palo Alto,CA,Student Newspaper,graffiti,,,,,,,no,ink,college campus,college,table,,37.44510269,-122.16036224,"Palo Alto, CA",Nov,2017
https://www.michigandaily.com/section/crime/swastika-graffiti-found-mens-bathroom-mlb,11/15/17,Nov-2017,Ann Arbor,MI,Local News,graffiti,,,racist-insignia,,,,no,ink,college campus,college,bathroom,,42.28141785,-83.74847412,"Ann Arbor, MI",Nov,2017
https://theithacan.org/news/ic-student-judicially-referred-for-swastika-drawing/,11/17/17,Nov-2017,Ithaca,NY,Student Newspaper,none,,,,,,,no,ink,college campus,college,dorm door,,42.44049454,-76.49570465,"Ithaca, NY",Nov,2017
https://www.stanforddaily.com/2018/01/11/police-blotter-dec-12-to-jan-8/,12/23/17,Dec-2017,Palo Alto,CA,Student Newspaper,none,,,,,,,no,ink,college campus,college,automobile,,37.44510269,-122.16036224,"Palo Alto, CA",Dec,2017
https://nypost.com/2018/02/23/vandal-tags-nyu-building-with-4th-swastika-in-past-two-months/,2/15/18,Feb-2018,New York,NY,Tabloid paper,antisemitic-symbol,,,vandalism,,,,no,ink,college campus,college,furniture,,40.71304703,-74.00723267,"New York, NY",Feb,2018
https://www.ccnycampus.org/articles/2018/03/youll-never-hear-about-this?rq=swastika,3/12/18,Mar-2018,New York,NY,Student Newspaper,none,,,,,White-Power,,no,ink,college campus,college,poster/office door,,40.71304703,-74.00723267,"New York, NY",Mar,2018
http://www.westernfrontonline.com/2018/03/16/two-reports-of-antisemitism-on-campus-this-week/,3/15/18,Mar-2018,Bellingham,WA,Local News,antisemitic-incident,,,,,,,no,ink,college campus,college,poster/professor's office door,https://i0.wp.com/www.westernfrontonline.com/wp-content/uploads/2018/03/5322259170009278758-e1521249747906.jpg?resize=447%2C575,48.75489807,-122.4781189,"Bellingham, WA",Mar,2018
http://www.miamiherald.com/news/local/crime/article209024819.html,4/10/18,Apr-2018,Coral Gables,FL,Local News,antisemitic-incident,,,,,,,no,ink,college campus,college,dorm door,https://www.themiamihurricane.com/wp-content/uploads/2018/04/Swastika-on-door.jpg,25.71029091,-80.26865387,"Coral Gables, FL",Apr,2018
https://amchainitiative.org/search-by-incident#incident/search/display-by-date/search/details/5b516e6d9d1f3b0b33b84d46/,4/13/18,Apr-2018,San Luis Obispo,CA,Non-profit Website,none,,,,,,,no,ink,college campus,college,flyer,https://s3.amazonaws.com/assets.knackhq.com/assets/5b39a57db48a6b2ec0cc0ded/5b7311b7266cfa53d0a035b1/original/calpolysloswastikaonpresidentforehead4.13.18.jpg,35.28261948,-120.66001129,"San Luis Obispo, CA",Apr,2018
http://www.miamiherald.com/news/local/crime/article209024819.html,4/14/18,Apr-2018,Coral Gables,FL,Local News,antisemitic-incident,,,,,,,no,ink,college campus,college,poster,,25.71029091,-80.26865387,"Coral Gables, FL",Apr,2018
https://abcnews.go.com/US/swastika-anti-lgbtq-comments-found-dorms-university-maryland/story?id=57642696,9/2/18,Sep-2018,College Park,MD,National News,none,LGBTQ,,,,,,no,ink,dorm,college,dorm door,,38.98719406,-76.94599915,"College Park, MD",Sep,2018
https://fordhamobserver.com/36292/news/antisemitic-symbol-found-on-rose-hill-classroom-desk/,10/23/18,Oct-2018,Bronx,NY,Student Newspaper,anti-semitic-symbol,,,,,,,no,ink,classroom,college,desk,,40.8261528,-73.9202652,"Bronx, NY",Oct,2018
https://www.wgal.com/article/swastika-hate-speech-found-written-in-millersville-men-s-room/24561591#,10/23/2018,Nov-2018,Millersville,PA,Local News,hate-speech,Jewish Community,,,,I-Hate-Jews,,no,ink,college campus,college,men's bathroom,,40.00271225,-76.35626221,"Millersville, PA",Nov,2018
https://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-occ-swastika-20181102-story.html,10/31/2018,Oct-2018,Costa Mesa,CA,Local News,graffiti,Immigrant,,,,Legal-equals-legal,,no,ink,college campus,college,men's bathroom,,33.66385651,-117.90476227,"Costa Mesa, CA",Oct,2018
https://cornellsun.com/2018/11/20/three-swastikas-in-9-days-spate-of-anti-semitic-incidents-on-north-campus-stokes-fear/,11/10/2018,Nov-2018,Ithaca,NY,Student Newspaper,antisemitic-signs,,,vandalism,,,,no,ink,dorm ,college,dorm whiteboard,,42.44049454,-76.49570465,"Ithaca, NY",Nov,2018
https://cornellsun.com/2018/11/20/three-swastikas-in-9-days-spate-of-anti-semitic-incidents-on-north-campus-stokes-fear/,11/14/2018,Nov-2018,Ithaca,NY,Student Newspaper,antisemitic-signs,,,vandalism,,,,no,ink,dorm ,college,,,42.44049454,-76.49570465,"Ithaca, NY",Nov,2018
https://www.baltimoresun.com/maryland/baltimore-county/bs-md-co-goucher-racist-graffiti-20181114-story.html,11/14/2018,Nov-2018,Baltimore,MD,Local News,graffiti,Black American Community,multiple,,,KKK,,no,ink,dorm,college,bathroom,"check about target, Black and LatinX",39.29044342,-76.61233521,"Baltimore, MD",Nov,2018
https://www.jewishtimes.com/anti-semitic-racist-graffiti-found-at-goucher-college/,11/14/2018,Nov-2018,Baltimore,MD,Religious Journal,antisemitic-racist-graffiti,Black American Community,LGBTQ,,,,,no,ink,dorm,college,bathroom,,39.29044342,-76.61233521,"Baltimore, MD",Nov,2018
https://www.jpost.com/diaspora/swastika-antisemitic-messages-found-in-book-at-carnegie-mellon-university-573387,11/29/2018,Nov-2018,Pittsburgh,PA,International News,antisemitic-message,Jewish Community,,,,Jews-have-no-business-at-CMU!,,no,ink,library,college,book,,40.44216919,-79.99495697,"Pittsburgh, PA",Nov,2018
https://thetech.com/2019/02/07/swastika-on-black-hack,2/5/2019,Feb-2019,Cambridge,MA,Student Newspaper,none,Black American Community,multiple,,,Buddhist-Swastik-History-is-Knowledge,,no,ink,administrative building,college,black history poster,https://s3.amazonaws.com/thetech-production/images/web_photos/web/8940_lob7_swastika.jpg?1549507973,42.36524963,-71.10501862,"Cambridge, MA",Feb,2019
https://eccunion.com/news/2019/03/22/swastika-discovered-inside-art-building-elevator/,2/26/2019,Feb-2019,Torrance,CA,Student Newspaper,vandalism,,,,,,,no,ink,campus building,college,elevator,,33.83633041,-118.34003448,"Torrance, CA",Feb,2019
https://theithacan.org/news/swastika-reportedly-drawn-outside-dorm-room-in-tallcott-hall/,4/14/2019,Apr-2019,Ithaca,NY,Student Newspaper,symbol-of-hate,Jewish Community,,symbol-of-intolerance,symbol-of-antisemitism,,,no,ink,dorm,college,dorm door,,42.44049454,-76.49570465,"Ithaca, NY",Apr,2019
https://www.tennessean.com/story/news/2019/04/17/antisemitic-graffiti-swastika-found-vanderbilt-campus-nashville/3495250002/,4/16/2019,Apr-2019,Nashville,TN,Aggregate Community News Platform,antisemitic-graffiti,Jewish Community,,,,,,no,ink,library,college,study carrel,,36.1663475,-86.77905273,"Nashville, TN",Apr,2019
https://www.redandblack.com/uganews/update-uga-president-jere-morehead-releases-statement-condemning-swastikas-drawn/article_44e68002-0c7d-11ea-8e1a-3f65d9769be9.html,10/6/19,Oct-2019,Athens,GA,Local News,none,Jewish Community,,,,Heil,,yes,ink,dorm,college,dorm whiteboard,,33.95741272,-83.37680054,"Athens, GA",Oct,2019
https://www.greenvilleonline.com/story/news/2019/10/17/furman-university-greenville-sc-dorm-doors-found-swastikas-sexually-explicit-graffiti/4006994002/,10/15/19,Oct-2019,Greenville,SC,Local News,graffiti,,,vandalism,,,,no,ink,dorm,college,dorm door,,34.85074615,-82.39896393,"Greenville, SC",Oct,2019
https://www.masslive.com/police-fire/2019/10/smith-college-reacts-to-discovery-of-swastika-graffiti-in-multiple-locations-on-campus.html,10/25/19,Oct-2019,Northhampton,MA,Local News,graffiti,,,vandalism,,,,no,ink,campus building,college,exterior urban wall,,42.31951904,-72.62975311,"Northampton, MA",Oct,2019
https://turnto10.com/news/local/wheaton-college-investigating-incidents-involving-swastikas,10/27/2019,Oct-1,Norton,MA,Local News,none,,,,,,,no,ink,dorm,college,dorm whiteboard ,,41.96720505,-71.18852997,"Norton, MA",Oct,1
https://turnto10.com/news/local/wheaton-college-investigating-incidents-involving-swastikas,11/7/2019,Nov-1,Norton,MA,Local News,bias-incident,Jewish Community,,,,,,no,ink,dorm,college,dorm door,,41.96720505,-71.18852997,"Norton, MA",Nov,1
https://www.13wmaz.com/article/news/local/georgia-college-students-react-to-swastika-drawings/93-b5d5e61b-f186-4d44-af53-5d796063cdd7,11/23/2019,Nov-1,Milledgeville,GA,Local News,none,Jewish Community,,,,,,no,ink,dorm,college,dorm door,,33.08024216,-83.23205566,"Milledgeville, GA",Nov,1
https://www.telegram.com/news/20191209/worcester-state-university-developing-cultural-diversity-program,12/6/19,Dec-2019,Worcester,MA,Local News,graffiti,,,,,,,no,ink,learning resource center,college,bathroom door,,42.26211929,-71.80223846,"Worcester, MA",Dec,2019
https://www.telegram.com/news/20191211/second-swastika-graffiti-found-at-worcester-state-university,12/9/19,Dec-2019,Worcester,MA,Local News,graffiti,,,,,,,no,ink,learning resource center,college,bathroom floor,,42.26211929,-71.80223846,"Worcester, MA",Dec,2019
https://www.bostonglobe.com/2020/01/22/metro/swastikas-found-emerson-college-dormitory/,1/21/20,Jan-2020,Boston,MA,Local News,hate-graffiti,,,hate-symbol,,,,no,ink,dorm,college,stairwell,,42.35899353,-71.0586319,"Boston, MA",Jan,2020
http://www.coastreportonline.com/campus_news/campus/article_c3d17510-5d9b-11ea-9b92-ff450a49539d.html,2/25/20,Feb-2020,Costa Mesa,CA,Student Newspaper,vandalism,,,,,,,no,ink,campus building,college,interior wall,https://bloximages.chicago2.vip.townnews.com/coastreportonline.com/content/tncms/assets/v3/editorial/9/7b/97b40078-5d9c-11ea-8382-a712ca7fe80b/5e5ed767a8e33.image.jpg?resize=944%2C673,33.66385651,-117.90476227,"Costa Mesa, CA",Feb,2020
https://foxillinois.com/news/local/swastikas-drawn-in-u-of-i-residence-hall,2/28/20,Feb-2020,Champaign,IL,Local News,drawings,,,,,,,no,ink,dorm,college,dorm door,,40.11632919,-88.24352264,"Champaign, IL",Feb,2020
https://news.stanford.edu/2020/07/28/stanford-department-public-safety-investigating-swastikas-discovered-memorial-church-hallway/,7/27/20,Jul-2020,Stanford,CA,Student Newspaper,graffiti,,,vandalism,symbol-of-hate,,,no,ink,church,college,hallway wall,,37.43751526,-122.1657486,"Stanford, CA",Jul,2020
https://www.nydailynews.com/new-york/nyc-crime/ny-swastikas-anti-black-statements-scrawled-nyu-building-20200918-vo2jh4jkxrbqtpmkhjptpx6fsa-story.html,9/12/2020,Sept-2020,New York,NY,Local News,anti-Black-and-anti-Jewish-statements,Jewish Community,Black American Community,,,"Jews=N******, Kill-the-N*****",,no,ink,campus building,college,exterior urban wall,,40.71304703,-74.00723267,"New York, NY",Sept,2020
https://www.redandblack.com/uganews/clemson-student-drew-swastikas-in-russell-hall-uga-says/article_602571b0-1c91-11ea-ab8f-23857abb76b1.html,11/9/2019,Nov-1,Athens,GA,Local News,none,,,,,,,no,ink,dorm,college,laminated name card on dorm door,,33.95741272,-83.37680054,"Athens, GA",Nov,1
https://www.timesofisrael.com/white-supremacist-claims-swastika-printing-hack-at-us-colleges/,3/28/16,Mar-2016,Amherst,MA,International News,antisemitic-and-racist-flyers,Jewish Community,,,,White-Man-are-you-sick-of-the-Jews-destroying-your-country-through-mass-immigration-and-degeneracy?; Join-us-in-the-struggle-for-global-white-supremacy-at-The-Daily-Stormer.,five-pointed star,Yes,ink,college campus,college,printer,https://twitter.com/JoeKhalilTV/status/713947176699699200,42.3758049,-72.51987457,"Amherst, MA",Mar,2016
https://nyulocal.com/gramercy-residents-find-swastika-sticky-note-on-dorm-door-6da7b3c14eca?gi=186af08a5f34,11/17/16,Nov-2016,New York,NY,Student Newspaper,none,Jewish Community,,,,"Trump, White-Pride, Make-America-Great-Again",Star of David,No,ink,college campus,college,dorm door,https://cdn-images-1.medium.com/max/1600/0*ToojEY2vF6q7jTpL.jpg,40.71304703,-74.00723267,"New York, NY",Nov,2016
https://www.nbcbayarea.com/news/local/swastikas-pro-trump-flyers-found-on-uc-berkeley-printers/21283/,1/17/17,Jan-2017,Berkley,CA,Local News,none,,,,,,,no,ink,college campus,college,flyer,,37.8690567,-122.27046204,"Berkeley, CA",Jan,2017
https://www.stanforddaily.com/2017/01/26/antisemitic-hack-targets-university-printers/,1/26/17,Jan-2017,Palo Alto,CA,Student Newspaper,antisemitic-hack,Jewish Community,,,,,,no,ink,college campus,college,flyer,,37.44510269,-122.16036224,"Palo Alto, CA",Jan,2017
https://www.dailystormer.com/seattle-diverse-theater-terrorized-by-nazi-posters/,2/15/17,Feb-2017,Seattle,WA,Local News,neo-Nazi-posters,Non-White,,,,Where-will-you-be-when-the-race-war-begins?; when-the-world-burns?; Join-your-local-Nazis!; Congregating-near-you!; The-Attomwaffen-Division,,yes,ink,college campus,college,door,https://dailystormer.su/wp-content/uploads/2017/02/1487280129-16806861_10154543614711939_3429565691184532566_n.jpg,47.60322952,-122.33027649,"Seattle, WA",Feb,2017
http://www.startribune.com/u-police-investigate-latest-antisemitic-postings-on-campus/414140383/,2/17/17,Feb-2017,Minneapolis,MN,Local News,antisemitic-posting,Non-White,Jewish Community,,,White-Man-are-you-sick-of-the-Jews-destroying-your-country-through-mass-immigration-and-degeneracy?; Join-us-in-the-struggle-for-global-white-supremacy-at-The-Daily-Stormer.,,no,ink,college campus,college,utility pole,,44.97748566,-93.26436615,"Minneapolis, MN",Feb,2017
https://www.thetriangle.org/news/crime-report-feb-25-march-13/,2/27/17,Feb-2017,Philadelphia,PA,Student Newspaper,vandalism,,,,,,,no,ink,college campus,college,common area,,39.95106125,-75.1656189,"Philadelphia, PA",Feb,2017
https://philadelphia.cbslocal.com/2017/03/02/haverford-college-standing-against-anti-semitism-after-swastika-found-inside-dorm-room/,3/2/17,Mar-2017,Haverford,PA,Local News,none,,,,,,,no,ink,college campus,college,bulletin board,,40.00727081,-75.31762695,"Haverford, PA",Mar,2017
https://www.statesman.com/NEWS/20170307/antisemitic-posters-removed-from-Texas-State-University-campus,3/4/17,Mar-2017,San Marcos,TX,Local News,antisemitic-poster,Jewish Community,Non-White,,,White-Man-are-you-sick-of-the-Jews-destroying-your-country-through-mass-immigration-and-degeneracy?; Join-us-in-the-struggle-for-global-white-supremacy-at-The-Daily-Stormer.,,yes,ink,college campus,college,poster,,29.88208389,-97.93998718,"San Marcos, TX",Mar,2017
http://www.haaretz.com/us-news/1.778397,3/18/17,Mar-2017,Blacksburg,VA,International News,act-of-hate,Jewish Community,,,,,,no,ink,college campus,college,Jewish student center,,37.22578049,-80.4101181,"Blacksburg, VA",Mar,2017
https://wtop.com/fairfax-county/2017/04/1-arrested-in-anti-semitic-vandalism-at-buildings-in-fairfax/,3/20/17,Mar-2017,Fairfax,VA,Local News,antisemitic-flyers,Jewish Community,,,,Just-Say-No-to-Jewish-Lies; Aryan-Underground,,yes,ink,college campus,college,exterior urban wall,,38.84712219,-77.30631256,"Fairfax, VA",Mar,2017
"https://infoweb-newsbank-com.colorado.idm.oclc.org/apps/news/openurl?ctx_ver=z39.88-2004&rft_id=info%3Asid/infoweb.newsbank.com&svc_dat=WORLDNEWS&req_dat=E0DF0B19A57C4CAFB535B1DC33F12D5A&rft_val_format=info%3Aofi/fmt%3Akev%3Amtx%3Actx&rft_dat=document_id%3Anews%252F1639D200B0B6A848
",4/6/17,Apr-2017,Seattle,WA,Local News,none,Latinx Community,,,,,,unclear,ink,college campus,college,dorm,,47.60322952,-122.33027649,"Seattle, WA",Apr,2017
http://www.presstelegram.com/social-affairs/20170418/white-supremacist-flyers-posted-again-at-cal-state-long-beach-campus,4/16/17,Apr-2017,Long Beach,CA,Local News,white-supremacist-flyers,Non-White,,vandalism,,,,yes,ink,university multicultural center,college,exterior door,https://www.presstelegram.com/wp-content/uploads/migration/2017/201704/NEWS_170419462_AR_0_OIECRGDNJCZL.jpg?w=810,33.77171326,-118.18131256,"Long Beach, CA",Apr,2017
